title,authors,number_of_pages,publisher,publication_date,price_in_euros,discount_in_euros,rating,number_of_votes_goodreads,number_of_votes_one_star,number_of_votes_two_stars,number_of_votes_three_stars,number_of_votes_four_stars,number_of_votes_five_stars,bestsellers_rank,isbn13,language,category
The Little Book of Angels : Call on Your Angels for Healing and Blessings,Orange Hippo!,192,Welbeck Publishing Group,2022-02-03,9.51,0.49,3,2,0,0,2,0,0,853121,9781800691681,English,"Personal, Development"
The Little Book of Cleanfulness : Mindfulness in Marigolds!,The Secret Cleaner,128,Ebury Publishing,2020-03-17,8.86,7.64,3.72,40,1,6,10,9,14,980690,9781529105629,English,"Personal, Development"
KNIVES 2020,Joe Kertzman,312,Krause Publications,2019-10-17,32.56,4.43,4.5,2,0,0,0,1,1,749552,9781946267887,English,"Personal, Development"
By the Book? : Contemporary Publishing in Australia,Emmett Stinson,200,Monash University Publishing,2013-11-25,19.26,1.74,4.5,2,0,0,0,1,1,1218675,9781922235206,English,"Personal, Development"
"Start Writing Your Book Today : A step-by-step plan to write your nonfiction book, from first draft to finished manuscript",Morgan Gist MacDonald,164,Paper Raven Books,2018-12-14,13.69,0.30,3.95,20,1,1,4,6,8,1058949,9780996933124,English,"Personal, Development"
This Book Will Make You Fearless,Jo Usmar,176,Quercus Publishing,2017-06-13,8.68,2.82,4.05,42,0,5,6,13,18,906020,9781786481405,English,"Personal, Development"
The Little Book of Otter Philosophy,Jennifer Mccartney,160,HarperCollins Publishers,2019-10-08,10.57,0.43,4.06,391,4,14,79,153,141,890002,9780008347963,English,"Personal, Development"
The No-Self Help Book : Forty Reasons to Get Over Your Self and Find Peace of Mind,"Kate Gustin, JP Sears",200,New Harbinger Publications,2018-12-01,12.47,6.03,3.44,43,3,7,9,16,8,945622,9781684032174,English,"Personal, Development"
"Taking Control of Anxiety : Small Steps for Getting the Best of Worry, Stress, and Fear",Bret A. Moore,248,American Psychological Association,2014-09-10,17.19,0.81,3.89,135,2,9,29,57,38,628442,9781433817472,English,"Personal, Development"
Strengths Book: Discover How To Be Fulfilled in Your Work and in Life,Sally Bibb,128,LID Publishing,2017-12-05,11.18,1.32,3.78,18,0,2,6,4,6,662069,9781911498476,English,"Personal, Development"
Mindfulness : Live in the Moment and Enjoy Life to the Full,"Gill Hasson, National Trust Books",96,HarperCollins Publishers,2019-09-03,8.95,0.05,4.09,32,0,1,8,10,13,573639,9781911358763,English,"Personal, Development"
The Gentlemen's Book of Etiquette and Manual of Politeness,Cecil B. Hartley,198,Lulu.com,2016-12-26,33.85,0.05,3.83,238,5,20,60,78,75,2146293,9781365636202,English,"Personal, Development"
"A Very Short, Fairly Interesting and Reasonably Cheap Book About Coaching and Mentoring",Robert Garvey,128,SAGE Publications Ltd,2011-12-06,15.85,18.15,3.5,2,0,0,1,1,0,988545,9781849207836,English,"Personal, Development"
The Life of a Geisha + Book with Multi-ROM : Footprint Reading Library 1900,"National Geographic, Rob Waring",24,"Cengage Learning, Inc",2009-01-30,13.50,4.50,3.8,25,1,4,3,8,9,1191903,9781424045846,English,"Personal, Development"
Posh Adult Coloring Book: Hymnspirations for Joy & Praise,Deborah Muller,128,Andrews McMeel Publishing,2016-04-07,12.89,1.11,3.33,3,0,0,2,1,0,844773,9781449477998,English,"Personal, Development"
Wisdom and Where to Find it : A Book of Truth,Barry Long,116,BARRY LONG BOOKS,2000-01-13,9.57,3.43,4.56,9,0,0,0,4,5,423898,9781899324019,English,"Personal, Development"
