title,authors,number_of_pages,publisher,publication_date,price_in_euros,discount_in_euros,rating,number_of_votes_goodreads,number_of_votes_one_star,number_of_votes_two_stars,number_of_votes_three_stars,number_of_votes_four_stars,number_of_votes_five_stars,bestsellers_rank,isbn13,language,category
The Book of Wonders,"Julien Sandrel, Ros Schwartz",224,Quercus Publishing,2020-04-16,10.22,1.28,3.9,2682,49,179,596,1019,839,660277,9781787473744,English,Romance
"My Youth Romantic Comedy is Wrong, As I Expected @ comic, Vol. 11 (manga)","Wataru Watari, Naomichi Io, Ponkan 8",176,"Little, Brown & Company",2019-06-18,11.58,2.42,3.69,13,1,0,5,3,4,361889,9781975304461,English,Romance
"The Roman : Florentine Series, Book 3",Sylvain Reynard,300,DIVERSION BOOKS,2016-12-22,13.52,1.47,4.28,2690,18,92,369,856,1355,203546,9781682306765,English,Romance
Accomplishments of the Duke's Daughter (Light Novel) Vol. 1,"Reia, Haduki Futaba",320,"Seven Seas Entertainment, LLC",2021-07-06,15.55,0.45,4.23,628,8,13,93,228,286,181209,9781648274213,English,Romance
That Wolf-Boy Is Mine! Omnibus 2 (Vol. 3-4),Yoko Nogiri,352,"Kodansha America, Inc",2021-10-19,15.61,1.39,4.19,259,2,11,35,98,113,36516,9781646513680,English,Romance
Fire in His Fingertips: A Flirty Fireman Ravishes Me with His Smoldering Gaze Vol. 1,Kawano Tanishi,166,"Seven Seas Entertainment, LLC",2020-03-31,12.48,3.52,3.72,785,42,54,205,262,222,121609,9781947804791,English,Romance
"A Pound of Flesh: A Pound of Flesh Book 1 : A powerful, addictive love story",Sophie Jackson,448,Headline Publishing Group,2015-06-09,11.75,0.75,3.94,7072,186,463,1429,2487,2507,512347,9781472224637,English,Romance
"The Phoenix : The Morland Dynasty, Book 35",Cynthia Harrod-Eagles,592,"Little, Brown Book Group",2014-07-01,13.58,0.92,4.37,331,3,5,35,113,175,192171,9780751549904,English,Romance
The Night Tiger : the utterly enchanting and spellbinding mystery and Reese Witherspoon Book Club pick,Yangsze Choo,480,Quercus Publishing,2020-06-23,12.70,0.80,3.86,52933,649,2685,13107,23287,13205,29055,9781787470477,English,Romance
Eighty Days Blue : The second book in the gripping and pulse-racing romantic series to read in the sun this year,Vina Jackson,336,Orion Publishing Co,2012-09-13,7.30,4.20,3.34,2753,216,432,844,719,542,37567,9781409127765,English,Romance
To Love Ru Darkness Vol. 11,"Saki Hasemi, Kentaro Yabuki",200,"Seven Seas Entertainment, LLC",2019-07-30,12.72,0.78,3.77,43,3,3,9,14,14,199110,9781947804333,English,Romance
"Sugar Apple Fairy Tale, Vol. 1 (light novel)",Miri Mikawa,184,"Little, Brown & Company",2022-10-04,14.22,1.78,3.95,84,3,1,15,43,22,5509,9781975350000,English,Romance
